Mouse,GKD219,GKD310_1,GKD310_2,GKD310,GKD348,GKD176,GKD180,GKD184,GKD138,GKD139,GKD175,GKD035,GKD036_1,GKD036_2,GKD036,GKD073
main_FibreTracts_lot,,32.26880952,31.29379832,31.78130392,32.09804505,33.53647368,36.74226622,33.85741791,31.24935741,40.58428887,28.60876136,30.68480163,40.501,30.88667619,35.6938381,27.72272289
main_FibreTracts_mcp,29.56441667,69.3352,65.42169643,67.37844821,57.200125,,54.5529,45.34095759,46.89047619,31.20131507,39.12125,49.332,26.84436364,29.87064881,28.35750622,44.2
main_FibreTracts_ml,36.14353165,44.59579679,40.8835,42.7396484,39.61402941,49.00433333,38.87516667,27.87773333,36.7892451,36.551,35.51462364,35.34070968,41.45297297,33.34685213,37.39991255,37.53278571
main_FibreTracts_opt,,37.71735,39.29116667,38.50425833,53.292,29.15777778,39.89361892,48.00133333,52.5428,40.3335625,0,52.88133333,28.4208,42.7350625,35.57793125,56.5105
main_FibreTracts_scp,,32.99654054,29.775625,31.38608277,37.06713636,32.95302632,34.14162857,30.20496316,28.44524282,,28.38561905,31.6689375,36.87472727,29.10983772,32.9922825,30.6796
main_FibreTracts_sctv,,44.81877778,31.10245238,37.96061508,45.0477,34.86892282,44.37335833,41.88347368,33.88206944,39.7372,39.60004167,39.72757377,43.26158333,36.45977778,39.86068056,36.22621324
main_FibreTracts_sptV,,,,,34.07120611,,29.359,36.78894048,32.84254167,32.70500712,32.2415625,46.95252273,39.5495,38.35269635,38.95109818,31.10333333
main_FibreTracts_st,,26.50597917,26.9107561,26.70836763,30.05061362,34.9509,34.38928814,35.16615238,26.88665455,,30.18647173,33.30006269,33.0222,25.58425,29.303225,23.27062963
main_FibreTracts_tb,45.32666667,35.83815,,35.83815,42.01613333,,45.6175,40.1822,34.79997436,24.10793333,54.3485,30.71557143,43.5284,27.35075,35.439575,29.4748
main_FibreTracts_vlln,0,33.5091875,0,16.75459375,48.70461111,0,0,36.09507143,33.89541463,48.24315,32.034,46.9706,0,0,0,41.97453846
main_Hippocampus_CA1slm,47.1047762,46.64886681,57.66269167,52.15577924,50.46576336,55.80560318,51.8686869,45.94637959,44.92571652,47.76274762,46.12214029,45.3189516,55.16652075,48.78839264,51.97745669,48.64657203
main_Hippocampus_CA1so,51.09417241,50.93923335,54.36217193,52.65070264,53.26336882,57.69671378,54.11192373,51.56711806,47.0651683,51.82119081,50.29827416,52.43129243,58.79842729,52.05297393,55.42570061,49.52055246
main_Hippocampus_CA1sp,49.15878689,44.09713875,43.91779041,44.00746458,47.2076284,43.13228317,45.32943304,44.99956352,40.22870513,37.55978699,42.43860085,40.01199359,32.19541667,40.30270212,36.24905939,33.09321616
main_Hippocampus_CA1sr,57.35004252,56.77901566,62.30555692,59.54228629,57.07773743,65.95851322,58.35921211,56.78508376,55.46764848,57.37966238,54.10002444,54.71143361,65.98387935,56.86515801,61.42451868,56.98187204
main_Hippocampus_CA2slm,58.26400855,56.09181036,59.36669704,57.7292537,59.16719329,62.55550641,61.28074362,55.28639007,56.41176695,59.32980941,57.40852515,50.51572084,61.08731867,56.58198804,58.83465335,51.08232099
main_Hippocampus_CA2so,67.67910342,62.24245501,56.98120112,59.61182806,61.29390476,59.68173843,58.64758508,64.52770179,60.60470106,57.53043579,59.48259884,61.35884998,60.4533101,58.37912684,59.41621847,56.82297143
main_Hippocampus_CA2sp,44.97925105,42.45669565,43.05705405,42.75687485,46.38703503,44.7227393,41.85321278,47.12324664,40.14521422,39.86004938,44.70469432,44.41913428,36.24192029,40.47621996,38.35907013,41.3894481
main_Hippocampus_CA2sr,65.36651704,60.42840052,60.52328271,60.47584161,67.13262045,62.1061878,60.43102036,67.62688539,58.62705147,57.13466762,61.44934977,64.09623583,61.19776344,59.08236404,60.14006374,56.62658869
main_Hippocampus_CA3slm,56.17362953,53.4264089,56.15945726,54.79293308,58.40410496,61.02676386,57.12385928,54.0593158,57.02301999,50.75125532,53.25523675,50.41115884,57.66253463,50.67145433,54.16699448,53.6288069
main_Hippocampus_CA3slu,45.89804737,44.94930306,48.93355584,46.94142945,49.69730897,53.85957084,46.70597656,45.89357692,43.12332087,44.88698062,44.82985354,44.97593846,51.66728346,46.35058475,49.00893411,45.22095735
main_Hippocampus_CA3so,47.65631309,46.03746364,47.4954267,46.76644517,51.08977311,50.7195661,46.14222733,48.97227458,44.07751818,47.76715228,46.86064977,47.90089355,47.73796407,46.9483552,47.34315964,46.41110631
main_Hippocampus_CA3sp,44.30575497,40.80396272,42.27318447,41.53857359,46.95865943,40.87388571,42.69070779,42.87901639,36.90761333,36.60597015,39.95124113,39.43090588,32.8787193,37.30269171,35.09070551,33.72444444
main_Hippocampus_CA3sr,53.5078859,50.64998575,50.96944598,50.80971586,57.14729492,54.42209539,52.44012411,54.70912967,50.65983085,50.46573838,50.29499664,53.2322289,55.24194907,51.82505995,53.53350451,50.10872959
main_Hippocampus_DGgrInf,57.64205691,50.8684028,50.49075221,50.67957751,53.74782124,45.68893103,49.60862392,56.28343622,51.59444878,49.75881373,52.58003597,50.84280477,44.88246752,50.58585718,47.73416235,46.58160569
main_Hippocampus_DGgrSup,57.18345922,54.41220103,53.67347589,54.04283846,55.8891018,46.90241833,52.916,56.15454605,57.22004443,50.58267692,51.64173913,58.06797183,43.46687097,51.0046376,47.23575428,48.7964303
main_Hippocampus_DGmoInf,64.84397386,62.16184541,59.23452448,60.69818494,70.40845815,56.37891216,58.44200214,62.64589899,59.70902059,55.76532861,60.89099167,58.91485931,55.5064088,59.66960189,57.58800534,54.16715912
main_Hippocampus_DGmoSup,64.99406132,60.9661272,60.0086952,60.4874112,67.88879181,56.82145781,57.02322532,59.85498828,57.80475011,56.26069959,59.0308512,59.17225181,57.41062298,60.23482815,58.82272556,56.19795641
main_Hippocampus_DGpo,45.71604118,44.15215179,44.7423924,44.44727209,52.39420312,43.56725843,46.97750935,48.39939759,43.4758903,42.20641909,45.91004403,46.20492857,41.27265278,44.64795067,42.96030173,41.82613408
main_Hippocampus_SUB,39.79004258,39.36140398,40.71823256,40.03981827,42.03111786,42.5955539,41.87178283,39.32598444,38.38309013,38.49284066,38.31618687,38.34051598,37.66301142,38.5589375,38.11097446,38.0778992
main_Hypothalamus_LHA,35.17042857,34.6904702,35.03459375,34.86253198,37.7960241,33.79667273,36.33707759,34.93593007,34.19994405,35.91111348,35.4716686,35.05886813,29.29401163,35.78172857,32.5378701,31.88163043
main_Hypothalamus_LPO,34.7823355,35.37514979,35.39357778,35.38436378,35.95193103,32.76520526,35.25228902,35.54101408,33.99545313,35.96298571,,35.59547887,30.13607666,36.23954746,33.18781206,31.49913036
main_Hypothalamus_PSTN,,39.00400734,39.00543177,39.00471956,39.69897879,33.79841175,35.59037398,36.43211429,38.61509742,36.90939818,,,,,,34.04307483
main_Hypothalamus_ZI,32.99716514,30.24148778,29.69870588,29.97009683,34.06136075,30.22167059,32.12165452,32.12150308,28.18882222,30.27199849,26.87340287,30.2378246,26.15636538,28.831425,27.49389519,25.71346939
main_Isocortex_FRP1,44.4592764,45.62179947,46.51148052,46.06663999,46.57280764,54.40751872,50.3942011,42.94822507,44.61645724,43.07525253,41.73603819,44.44123837,48.41648817,44.2232921,46.31989013,45.73341852
main_Isocortex_FRP2-3,50.25059639,46.03055781,50.75263324,48.39159553,47.95194774,49.71925776,45.84802882,43.92105263,38.50381193,39.83714179,40.6744205,38.7168187,47.13978113,40.94886532,44.04432323,36.55506617
main_Isocortex_MO1,46.96972727,44.54164759,47.7532,46.1474238,46.64250461,57.48434932,48.84219647,45.69912766,44.49407099,45.80619082,42.58829363,,51.54344766,46.88743726,49.21544246,43.18048027
main_Isocortex_MO2-3,47.8307033,43.5526263,46.84564907,45.19913768,47.02533577,49.10522785,46.89864822,44.09614681,39.21127755,37.99384732,41.0093381,37.63728778,34.17694832,38.46505628,36.3210023,33.58085935
main_Isocortex_MO5,45.61992771,41.94121499,45.88124126,43.91122813,43.87795016,48.14685056,44.3209587,41.76257865,39.36519433,36.2178697,39.4029382,37.39672558,32.42934959,37.78796467,35.10865713,33.19822159
main_Isocortex_MO6a,43.4509858,41.21010356,42.78712555,41.99861456,42.78230918,46.05908497,43.31509142,41.49247636,37.78755897,35.78268638,39.22327749,37.43808852,36.51019447,37.96339433,37.2367944,33.09718248
main_Isocortex_MO6b,41.55133275,40.04167241,41.08661805,40.56414523,41.25353086,41.75855985,40.97237328,40.42447365,38.90669948,38.04564402,40.95483402,38.28911432,34.33397521,39.58640724,36.96019122,34.13184821
main_Isocortex_ORB1,47.33194471,45.15203135,47.92854522,46.54028828,46.04806371,52.79132162,49.05374303,45.09550546,43.29222535,43.67791756,43.72284858,45.07047541,52.10144354,45.51057476,48.80600915,44.32969663
main_Isocortex_ORB2-3,48.11164545,44.23773444,46.02751331,45.13262387,47.46428222,51.22799579,47.70367296,44.64866998,39.61214912,38.35079545,41.31328037,40.55005014,34.98056892,40.91100405,37.94578649,35.28469128
main_Isocortex_ORB5,43.66422509,41.97190161,43.49102623,42.73146392,43.22322697,48.51922222,43.08933818,41.49064934,38.54193249,36.41883957,39.97098877,39.58372362,32.98778894,39.78759595,36.38769244,33.8299434
main_Isocortex_ORB6a,41.69995731,41.86799,42.43609047,42.15204024,42.82084333,47.90907467,42.53910432,42.05679528,38.36047917,36.34738202,40.05042616,38.84537269,34.95466438,38.96041135,36.95753787,33.82085606
